path,artifact_type,classification,reason,item_count,bytes_total,final_selectable
TestProject/data/interim/gt_per_bone_tsdf_64,output_collection,legacy,legacy TSDF or unversioned target path,9.0,37749888.0,False
TestProject/data/interim/healthy_cleaned,output_collection,generated,generated output collection,2.0,10302664.0,False
TestProject/data/interim/merged_vsd,output_collection,generated,generated output collection,6.0,2548989329.0,False
TestProject/data/interim/predrr,output_collection,legacy,unversioned preprocessing output,73.0,976838839.0,False
TestProject/data/interim/predrr_lps_256_v1,output_collection,provisional,versioned output awaits HPC evidence,0.0,0.0,False
TestProject/data/interim/predrr_occupancy_256,output_collection,generated,generated output collection,3.0,201326976.0,False
TestProject/data/processed/augmented_DRRs,output_collection,generated,generated output collection,3269.0,858383579.0,False
TestProject/docs/.gitkeep,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/README.md,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/docs/getting-started.md,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/docs/index.md,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/mkdocs.yml,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/superpowers/plans/2026-06-30-per-bone-gt-modelling.md,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/superpowers/specs/2026-06-30-per-bone-gt-modelling-design.md,config_or_document,generated,derived report or documentation,,,False
TestProject/docs/superpowers/specs/2026-07-12-foundation-implementation-v1.md,config_or_document,authoritative,foundation contract or canonical manifest,,,True
TestProject/models/convnextv2_fcmae_encoder.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/convnextv2_fcmae_p1_encoder.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/convnextv2_fcmae_p1_encoder_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/convnextv2_fcmae_p2_encoder.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/convnextv2_fcmae_p2_encoder_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/convnextv2_simclr_encoder.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold0/neutral_best.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold0/neutral_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold0/neutral_epoch001.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold0/neutral_last.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold1/neutral_best.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold1/neutral_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold1/neutral_epoch001.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold1/neutral_last.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold2/neutral_best.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold2/neutral_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold2/neutral_epoch001.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold2/neutral_last.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold3/neutral_best.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold3/neutral_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold3/neutral_epoch001.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold3/neutral_last.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold4/neutral_best.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold4/neutral_epoch000.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold4/neutral_epoch001.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold4/neutral_last.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/decoders/neutral_fold5/neutral_best.pth,checkpoint,legacy,forbidden fold-5 or neutral-smoke artifact,,,False
TestProject/models/decoders/neutral_fold5/neutral_epoch000.pth,checkpoint,legacy,forbidden fold-5 or neutral-smoke artifact,,,False
TestProject/models/decoders/neutral_fold5/neutral_epoch001.pth,checkpoint,legacy,forbidden fold-5 or neutral-smoke artifact,,,False
TestProject/models/decoders/neutral_fold5/neutral_last.pth,checkpoint,legacy,forbidden fold-5 or neutral-smoke artifact,,,False
TestProject/models/fcmae_p1_trainstate.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/fcmae_p2_trainstate.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold0.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold1.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold2.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold3.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold4.pth,checkpoint,provisional,checkpoint requires fold provenance and gate review,,,False
TestProject/models/front_end_fold5.pth,checkpoint,legacy,forbidden fold-5 or neutral-smoke artifact,,,False
TestProject/notebooks/data_exploration/explore_VSD.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/explore_fractured.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/explore_regen.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/explore_z_VSD.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/vsd_017_spacing_investigation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/vsd_exclusion_validation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_exploration/vsd_folder_compare.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/data_management/00_manifest_and_reconciliation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/01_fracture_roi_annotation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/02_lps_geometry_validation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/03_notebook_environment_parity.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/04_contract_validation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/05_vsd_merge_laterality_audit.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/06_artifact_inventory.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/07_vsd_cohort_laterality_audit.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/data_management/08_vsd_focused_ct_stl_target_overlay_audit.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/modeling/00_gt_per_bone.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/modeling/01_encoder_pipeline.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/02_frontend_pretrain.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/03_decoder_pipeline.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/04_decoder_comparison.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/05_decoder_ui.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/06_metric_foundation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/modeling/tests/metric_foundation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/data_augmentation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/pre-processing/drr_generation.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/pre-processing/fractured_cast_cleanup.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/ground_truth_orientation_fix.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/orientation_validation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/predrr_preprocessing.ipynb,notebook,reusable,active notebook-first foundation workflow,,,False
TestProject/notebooks/pre-processing/vsd_crop_validation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/vsd_knee_cropping.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/vsd_lr_label_validation.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/vsd_lr_rename_executor.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/vsd_multi_merge.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/vsd_z_crop.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/notebooks/pre-processing/z036_contralateral_cleanup.ipynb,notebook,provisional,not certified for final configuration,,,False
TestProject/references/Lai's Capstone Project/convnextv2_finetuned_simclr.pth,checkpoint,reusable,immutable reference implementation,,,False
TestProject/references/Lai's Capstone Project/src/utils/convnextv2_finetuned_xray.pth,checkpoint,reusable,immutable reference implementation,,,False
TestProject/reports/.gitkeep,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage0/s0_foundation_contract/agent_n_review.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage0/s0_foundation_contract/handoff.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage0/s0_foundation_contract/task_brief.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage1/s1_manifest_geometry/decision_required_vsd_laterality.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage1/s1_manifest_geometry/handoff.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage1/s1_manifest_geometry/task_brief.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage2/README.md,report,generated,derived report or documentation,,,False
TestProject/reports/agent_runs/stage2/s2_local_scaffold/handoff.md,report,generated,derived report or documentation,,,False
TestProject/reports/figures/.gitkeep,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/cross_dataset_comparison.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case11_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case11_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case11_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case12_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case12_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case12_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case13_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case13_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case13_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case14_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case14_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case14_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case15_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case15_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case15_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case16_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case16_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case16_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case1_PartLeft_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case1_PartLeft_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case1_PartLeft_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case2_PartLeft_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case2_PartLeft_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case2_PartLeft_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case3_PartLeft_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case3_PartLeft_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case3_PartLeft_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case5_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case5_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case5_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case6_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case6_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case6_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case7_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case7_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case7_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case8_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case8_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case8_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case9_PartRight_axial_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case9_PartRight_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/frac_Case9_PartRight_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/fractured_hu_histograms.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/fractured_exploration/fractured_spacing_summary.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P01_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P02_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P03_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P04_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P05_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P06_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P07_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P08_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P09_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P10_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P11_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P12_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P13_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P14_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P15_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P16_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P17_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P18_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P19_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P20_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P21_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P22_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P23_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P24_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P25_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P26_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P27_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P28_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P29_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_P30_detail.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_dicom_metadata.csv,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_geometry_analysis.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_intensity_analysis.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/regen_exploration/regen_sample_grid.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_017_investigation/fov_comparison_017.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_017_investigation/naive_vstack_artifact.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/cross_dataset_comparison.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/subject_screening_coronal.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_001_exploration.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_001_hu_histogram.png,report,generated,derived report or documentation,,,False
TestProject/reports/figures/vsd_exploration/vsd_001_knee_axial.png,report,generated,derived report or documentation,,,False
